puuid,match_id,team,positions
rFWRx5HwgsxLpEfsD4O7ArCQ0eUBOOMLe8qc7yK41nk2kyriSMEdo5UD6EccF6BgktovxPudrDvRCw,NA1_5464313141,0.0,"[(130, 401), (11787, 2144), (12449, 2808), (11634, 1773), (10919, 1572), (12240, 2554), (1156, 584), (11424, 1612), (11886, 1946), (11805, 1854), (10920, 1909), (11542, 1970), (12782, 2664), (4683, 2797), (11108, 1870), (11571, 1689), (10553, 1363), (10331, 1036), (7900, 6595), (7504, 8358), (7276, 6912), (5814, 6099), (5549, 5566), (5584, 792), (5765, 5536), (4312, 3841), (5113, 2399), (3229, 3934), (1469, 2045)]"
me-RrLDCjtExMo7X5dU6N1J1M82JSPt9_iFYOTQrcmYmnJBeX9bs55x6wxcx_LLOiDGfnrerAGPRnA,NA1_5464313141,0.0,"[(298, 675), (11779, 1883), (13206, 2271), (12283, 1521), (1695, 762), (12385, 3028), (10933, 1861), (11931, 2118), (8936, 6524), (12627, 1374), (8646, 5115), (5245, 7511), (12068, 3445), (6862, 5375), (12798, 1779), (12148, 1336), (8416, 4868), (10615, 1510), (11094, 4043), (7982, 6286), (4947, 9312), (5768, 5910), (7182, 6030), (7410, 1010), (8022, 4258), (5931, 5174), (7128, 3176), (3353, 3920), (2820, 3697)]"
uyU8IByOj_2mafpaHLuxA0x-Wmcnt5nVfZ2IXABOKGH__gfhtJh5QiTgqoICfnTCA03oFqIzObhJZQ,NA1_5464313141,1.0,"[(14103, 14195), (2152, 12672), (2657, 12854), (2412, 12951), (3348, 13415), (4225, 14009), (2825, 12907), (1387, 11374), (2304, 12651), (3551, 13644), (4141, 13988), (4825, 8822), (5732, 13370), (2524, 12477), (2146, 12207), (3476, 13086), (3037, 11488), (3268, 12734), (1189, 8469), (10298, 4701), (13253, 7062), (4922, 10190), (12022, 2193), (7720, 857), (10057, 9519), (6003, 4912), (9379, 1599), (4136, 4613), (1858, 1996)]"
RG7ybWZ4S1WRHUf6ToNEmtmoUKwvJCI6RllBx22E7gHA-9PHei-x5Um1uvWdnRiWEnn0YyoHe2j22Q,NA1_5464313141,1.0,"[(14426, 14170), (7254, 11348), (8557, 10018), (10188, 5685), (14324, 14279), (6549, 12313), (12716, 4133), (11022, 4322), (7719, 5351), (12249, 6829), (8797, 9777), (4036, 9680), (13050, 4922), (7547, 6053), (6287, 12595), (12064, 6510), (10484, 5274), (10591, 1346), (10790, 8878), (10007, 4358), (9706, 13344), (4766, 10402), (11028, 6472), (5252, 5047), (8952, 9300), (8617, 4578), (5861, 8120), (4581, 4967), (1946, 2762)]"
XR0W_bQhtA27kzSzIQBN-f_h1YbX3TNqthRGVVQ22bbHMksa3_IT8qLEu9v6SwTprtBU41JoCr5RUQ,NA1_5464313141,1.0,"[(14321, 14673), (7745, 7664), (7214, 7322), (7511, 7621), (10883, 1961), (8533, 8282), (8995, 8713), (8070, 7933), (8487, 7328), (7310, 8647), (14340, 14391), (6173, 8225), (8757, 8233), (7480, 6840), (6264, 9238), (9161, 7902), (8466, 8453), (1473, 10973), (13690, 4142), (9232, 6043), (8981, 11421), (7023, 6991), (8829, 8450), (1710, 9986), (11210, 6681), (4400, 5142), (6106, 6596), (4642, 4899), (1156, 1934)]"
H-X6ohwon8QG6kWbarwoPno5_AGvUAzAgSU6t-GetABQercBSDbwA2FeOxzp7QkjNMIu1U3BSWeXyA,NA1_5464313141,1.0,"[(14589, 14454), (12634, 3189), (13213, 3536), (12415, 2658), (7713, 8323), (13971, 4319), (12845, 2213), (11661, 2081), (10820, 4823), (12710, 2957), (12355, 3173), (13203, 3360), (13658, 3518), (8294, 6489), (14344, 13799), (14302, 12998), (12356, 3065), (13670, 1979), (9972, 8721), (9077, 8080), (8474, 8751), (6700, 7128), (8788, 13360), (4981, 5394), (8355, 6056), (6771, 5208), (3593, 11582), (4254, 4412), (2014, 1253)]"
YXaTREYD1BtYmwlFAXlIz3Eq3d78QU6_Bu-zBj1kfHVzQCAGDTAlopEcF5xVzKyskK-GOt--FN2EtA,NA1_5464313141,1.0,"[(14055, 14493), (13516, 3709), (13652, 3154), (12709, 2604), (13067, 3513), (13378, 3706), (12511, 2818), (12424, 2137), (8538, 6884), (13044, 3092), (12215, 3333), (5463, 8342), (13611, 8489), (8355, 6610), (9054, 9665), (13072, 2824), (12676, 3201), (10686, 2266), (11943, 7279), (9815, 6466), (7721, 8740), (6170, 6968), (9267, 6614), (6150, 5996), (9068, 6179), (7025, 5627), (4732, 7685), (3970, 4051), (1807, 1382)]"
oYT0zikpMRFXi3FgVM_ZocgGQFVZyvxOPocn-zgEQCxO8gHMFibmIksE5Ety6mK-OKJAEK2fmiH2wQ,KR_8027211004,0.0,"[(603, 611), (2065, 12144), (3014, 13112), (6397, 8211), (1206, 10611), (1477, 10386), (2466, 13008), (1118, 7308), (1234, 7099), (5884, 8799), (1344, 9281), (8114, 8492), (2024, 12360), (3013, 9175), (9268, 8550), (2634, 13455), (2634, 13455)]"
O6ymJlMH_roHEv8-Iit-mTvKfrfkwMTHZ3125zHOmCkxjDm6g5gSgPk7G8O7QVKEN6Yb3ECm5XG2aw,KR_8027211004,0.0,"[(662, 285), (7077, 5070), (12172, 4477), (7993, 3424), (2560, 8267), (8336, 3037), (4450, 2783), (2893, 9857), (7950, 2346), (5616, 6295), (2372, 9301), (10156, 1502), (7375, 3141), (7342, 5226), (5886, 5324), (3127, 7667), (1586, 8761)]"
LQWvBFMU14_RvYlrabE4Y_XbNHHrYh7hExOmWkJoWlJHo5AqU9-9ID0gu68kowlNl_riWrbxV39VKw,KR_8027211004,0.0,"[(362, 135), (6889, 7398), (6635, 6810), (6706, 6992), (6196, 6583), (6729, 6843), (8114, 8267), (4022, 3782), (7264, 8825), (12470, 1868), (6279, 8101), (4168, 1433), (1697, 12203), (7085, 4225), (7025, 4747), (9493, 1399), (10750, 1018)]"
duYQWeIsALwY5mUbaabOIGCc7eHlKd1ejaFiahuCCE7KYtHJ9wTP3WvdjV9MQ1Ab41chfVw3fCShuQ,KR_8027211004,0.0,"[(130, 401), (12552, 1776), (11955, 1967), (12343, 2382), (10698, 1285), (11565, 1675), (5070, 737), (12818, 2613), (8626, 1088), (10641, 1350), (10538, 1335), (1250, 550), (4935, 4928), (6372, 4904), (8813, 5653), (4269, 4316), (3338, 3964)]"
CFQaxp-3MNkPeJRqCSh6J_ntd5YwisJFVvzlcACVJt1KPYjmwGKFWKJG88QCUhPPASmufpe3JO9a5A,KR_8027211004,0.0,"[(298, 675), (12664, 1560), (12349, 1359), (12928, 2035), (10807, 1320), (7784, 5725), (9748, 1530), (12655, 2750), (6239, 4320), (11653, 1454), (9437, 1992), (9698, 1560), (2027, 12228), (6889, 4899), (7975, 5700), (687, 682), (4881, 4403)]"
LCmiCy8StlmsXp-fIs2Vma5fAsQQcqSiE4V37W_YaIJiFBnQ3fZVi3VHflRG-XVOHfTQdt8pvEA-vw,KR_8027211004,1.0,"[(14103, 14195), (2353, 13255), (3330, 13314), (3586, 13460), (1400, 11647), (1737, 10991), (3226, 13234), (1624, 11383), (4570, 13285), (5069, 8061), (1662, 9634), (8863, 13726), (1738, 11899), (3397, 9769), (8259, 6356), (2613, 12663), (4068, 11521)]"
VxoxevG-tBdCGlh29ttivrMZybG6jEQDID9yjCRGhmR8nUC4t5Z3R-j68RWatfIEvEEPV2bF5RKK_Q,KR_8027211004,1.0,"[(14426, 14170), (7011, 11371), (9953, 8675), (10204, 5171), (8728, 13497), (12493, 6340), (12348, 10485), (8144, 10072), (9199, 9284), (4826, 9853), (12536, 10733), (10601, 2799), (8513, 10048), (10856, 6340), (6852, 4829), (5277, 9226), (3980, 10286)]"
eEjiy9NZWH-ULES7w-2aXgSW67s5WriPr8IhQAOc0PKj9UjNVZXQ5TcIMPYv-iRLrg2WNRphfL2VXg,KR_8027211004,1.0,"[(14321, 14673), (7605, 7163), (7418, 7108), (7408, 7120), (11270, 11307), (7541, 7627), (12150, 11560), (7182, 7150), (8849, 8065), (6529, 7987), (13986, 13798), (9280, 8161), (12454, 2329), (11685, 1913), (7642, 6101), (8370, 2802), (10773, 1132)]"
lGwo3Oe1OjVf8bma6OmW4LQKe0EYNDOqIhEtgTHBPjdM9QIXxcznafG7IGHM6DxE4vcWmFkl5svarQ,KR_8027211004,1.0,"[(14589, 14454), (12924, 2741), (12561, 2015), (13462, 2683), (12075, 2082), (12564, 2698), (14076, 13126), (13322, 3519), (13507, 9497), (11456, 1384), (11421, 1486), (11497, 1150), (6281, 6896), (7724, 5240), (7495, 4774), (6915, 6435), (10773, 11373)]"
1w24PgmAZ62icZ_cJMeW_Z3iE7PEhIB8uOBrH9zF99gHP-HoYe1Z52Bn_JQHVGbMeaTbkqZ0h-svLg,KR_8027211004,1.0,"[(14055, 14493), (13393, 2284), (12663, 1625), (13450, 7155), (12251, 1625), (10635, 2947), (13914, 12348), (13639, 3200), (12945, 9856), (12301, 1569), (11692, 2074), (10788, 1421), (6264, 7197), (7650, 5169), (7469, 5099), (13158, 12761), (9951, 10527)]"
wpqXEA6Ma9-6hYyqc81yIxftNEMRk5V7YXCaDaSfnqKyZGzIO0s9SGMQTVpZf0GtJ4OBfbcZCgNtyQ,NA1_5463525450,0.0,"[(603, 611), (2013, 12264), (1413, 11466), (395, 471), (2581, 11260), (1323, 10048), (2490, 12757), (3060, 12587), (1326, 10766), (1172, 10428), (1555, 11688), (3102, 9144), (1489, 10299), (1117, 7181), (2629, 11734), (1140, 7728), (9855, 3236), (12955, 4320), (10901, 4774), (4325, 10033), (1022, 5362), (4861, 13477), (4855, 5250), (2280, 9349), (3102, 13076), (4553, 9673)]"
ioNxEP5yFvKvvcGQ-kEK7eMWaaX8kPybIcQKmFuGSwdtQXuTSZlKmDMguBwfkZGebCFR5Oa7q_9O3A,NA1_5463525450,0.0,"[(662, 285), (3399, 8036), (4952, 5775), (10380, 4992), (1868, 3202), (7442, 5128), (9572, 3512), (5522, 8688), (6404, 8458), (5632, 3723), (13561, 2759), (2770, 6285), (4522, 6174), (13017, 1985), (2675, 8442), (7994, 3368), (9651, 2622), (11782, 1773), (2537, 8182), (4114, 10096), (6590, 2800), (6932, 1646), (3496, 7244), (1190, 6878), (8985, 1648), (394, 461)]"
vR2u7pBZrOVzjROyIe7gzqQihmO8kvFMgUJH2OohR2dc6oFkeRoQPBzZCiEzMzya07XgL6qCIzh4FA,NA1_5463525450,0.0,"[(362, 135), (7749, 7301), (7796, 7298), (7492, 7425), (935, 746), (9418, 5479), (11067, 4076), (7654, 7244), (7632, 7325), (7840, 8561), (6154, 6101), (4843, 4354), (8902, 9780), (5738, 6687), (7217, 6908), (11302, 926), (12326, 5659), (7245, 6766), (11979, 4321), (3237, 13449), (688, 649), (10745, 3378), (3214, 7686), (1434, 7393), (6556, 743), (6556, 743)]"
ujBn3B36xdbTMxUgMd9GkkPt-kNrXzadXbS7pPFilKWqmupnK3GcCvO4_T6I-XshTBebzaJCJetBPg,NA1_5463525450,0.0,"[(130, 401), (11257, 1676), (11654, 1567), (11568, 1596), (7522, 1380), (11674, 1332), (11418, 4262), (13303, 2637), (13412, 2510), (10937, 1524), (13664, 3904), (11862, 1744), (7710, 5568), (13686, 3838), (7233, 6839), (7176, 6099), (12016, 3776), (11065, 1732), (8409, 1133), (11220, 1736), (7652, 1405), (5164, 4763), (4500, 1591), (1308, 8270), (7210, 1308), (374, 508)]"
7bCMsw4PXXOQQTm-hXJk3yEG7PkNjObpl3CRpb3rUbcImVXWDl006QMSxhQ3YZiARe5ARPgRdHKTDQ,NA1_5463525450,0.0,"[(298, 675), (11133, 1784), (11655, 1655), (10843, 2381), (11043, 3420), (11399, 1797), (11725, 3891), (12131, 3354), (13145, 2071), (7652, 8126), (13932, 3931), (10675, 2483), (8083, 5647), (13195, 2746), (6944, 6523), (4773, 4281), (12197, 4961), (13128, 1370), (7508, 2806), (11194, 4226), (6989, 1285), (6578, 3082), (2809, 7017), (754, 4587), (5682, 1068), (5682, 1068)]"
taD6jzz1A6IpMHIbXaIVeruVKWu066g6vplu1EKvYqGpJaSkm7Njsz_Pck-Ddjnu7v_c1oo7KdzYlw,NA1_5463525450,1.0,"[(14103, 14195), (2595, 12703), (1772, 11906), (1110, 8736), (2189, 12642), (1677, 11377), (4008, 13179), (2313, 12108), (9496, 13493), (1609, 11258), (1552, 11600), (2454, 12828), (7267, 6824), (949, 7444), (4672, 13163), (2337, 9278), (9807, 3199), (11866, 1716), (14035, 13712), (12405, 2599), (9156, 2218), (14340, 14391), (4446, 7012), (1145, 6433), (14475, 14451), (2592, 12552)]"
vIcpgyi5Ws7d5fc5dxxm35qo9lLxEeUMdE09WhFdsyoSNoXx3A6ZeaD7Jv5uJ2ljm7IPaHB7YBFZ6g,NA1_5463525450,1.0,"[(14426, 14170), (6944, 11344), (9639, 9224), (10146, 6178), (3769, 10104), (3165, 9823), (10499, 4712), (6108, 9162), (2363, 9213), (7389, 10955), (11410, 6576), (9218, 3868), (7186, 11297), (13295, 3343), (6233, 9444), (13914, 13220), (12013, 5376), (10634, 3156), (13465, 14104), (3569, 11095), (8088, 10125), (8453, 3728), (7043, 9502), (14154, 13918), (5444, 1389), (1979, 1854)]"
fbQx0IYDBTUJ6bsic0raw2uq5X3VbZBYBmVm8EzSrxAnjikmO1DADnR_QHc0K1azrfLXJSMD6Ub5qQ,NA1_5463525450,1.0,"[(14321, 14673), (7844, 8205), (14164, 14083), (8319, 7868), (6872, 7376), (7354, 7467), (10220, 4213), (8641, 7619), (8565, 8253), (9016, 9492), (6880, 7499), (6274, 6878), (8269, 8141), (7112, 6613), (7936, 7773), (8106, 8089), (13101, 5964), (9810, 7237), (12401, 13083), (7422, 7723), (5365, 5255), (13424, 14093), (8567, 12917), (14338, 13351), (5414, 1729), (3319, 3000)]"
VSXFZjGuXi62GOAfZOzLMESY9XYjpSmHRwuUw6XUFQCee4eyxxiXi6GSHvaGrfmygG3DfwnFSugMvQ,NA1_5463525450,1.0,"[(14589, 14454), (13008, 2078), (12462, 2638), (13116, 5089), (13577, 4117), (12823, 1894), (14152, 12273), (13279, 4711), (12947, 3461), (12808, 1881), (13957, 10970), (12977, 2035), (12581, 2841), (13996, 4266), (11787, 5122), (11830, 1342), (9572, 3382), (11093, 2031), (2973, 12261), (1008, 12269), (2082, 7808), (6844, 3120), (3805, 4722), (6320, 8307), (8359, 1578), (14340, 14390)]"
nTvjXCTI-bQGGX_8z7-s5O-WqoBSWytpIyBtSytIxBHIsATdm46PWbGdOjJX3ajUy0uqGGhU_g11Mg,NA1_5463525450,1.0,"[(14055, 14493), (12872, 1870), (12875, 1931), (11988, 3178), (13697, 3993), (11960, 3231), (13135, 3548), (4819, 9366), (14340, 14391), (3727, 9596), (10899, 4956), (11117, 3852), (6918, 7036), (13290, 3144), (11297, 11881), (3235, 7757), (12604, 5773), (11807, 2025), (14340, 14391), (4917, 7817), (6350, 7100), (8491, 2306), (4322, 7430), (8676, 7760), (5272, 1825), (1907, 1803)]"
C-nM6NmykLtUyWM8-s2VHLQatWQMXjZqmrA8jfmoNgHau610gGCKFtE5UayvPalex3wfydC1qbqwLg,NA1_5463578730,0.0,"[(603, 611), (1474, 10878), (1804, 12574)]"
Tja1rxFXLep_BWMBI526sLpOGkroeGRRZDwIqjMcoGPbjMxC1NdCK526Nz1lvba2uwwr0Z1XNcekjg,NA1_5463578730,0.0,"[(662, 285), (3192, 8028), (2594, 8267)]"
Sz9r2TA5bpztRSwX20RBUdJFE2hECHshvHnKtGYLkwBYwJ0uzYHoXC4L1iznUE0IA-8v0VpZ5qMGbA,NA1_5463578730,0.0,"[(362, 135), (6194, 7809), (6803, 6751)]"
DAq6gKgcdCyMHpsyJrTz9mFb8llgPIN_csKaUOOyEjRkaQzhwhPOzuDvlv5wm8b3OWWJyS6UhpMEjw,NA1_5463578730,0.0,"[(130, 401), (394, 462), (394, 462)]"
z4_x3ABnwrdWdRTg2vEbSWhi4mSJTnQg4NZMYYD206F4S8DKoilPYT4wHEjuJmCd-wyyH-R-gE1GeA,NA1_5463578730,0.0,"[(298, 675), (4950, 8839), (8177, 1083)]"
Algb0HmuwIkXiS__lQIGu0u57HlByGkcx1hXhidt4nivEBYqwHe5dQBW6IvVlwGI11Q_AFYXht5Eig,NA1_5463578730,1.0,"[(14103, 14195), (5734, 10927), (1967, 12660)]"
znxgONK1T0JD48l4xkgEI9TT-JO2KjTjQiHl6K5xL-vzbo8HC-SweBsfPaHBujRoG8PTbJFlWTaKMg,NA1_5463578730,1.0,"[(14426, 14170), (6366, 11104), (6812, 11436)]"
6DEyxxJ4Z9txUvfhTSu_Bn6kixWNyW2sbyiUUly_6Rd3biz7y3qY3E6xgWb7Nyq-3asmtaI3Kn_WzA,NA1_5463578730,1.0,"[(14321, 14673), (7438, 7973), (7080, 7196)]"
WTSInY_5DhCOi0RPZoWxFw6U4yL5oAEqvpVApk8HdtkBfDaRLxkhILxfW3CWjaoeuWXFbBQ-v_aEgQ,NA1_5463578730,1.0,"[(14589, 14454), (13091, 3314), (11032, 1434)]"
jWCWztPGHFpwVqq0rUmzizQlsa6TSnGGs7PUAI5KTIuSFxdcl1t1UJqKqJw3DhqjhukCGDoRbDh74A,NA1_5463578730,1.0,"[(14055, 14493), (13091, 3314), (11032, 1434)]"
tXRd_1Kl_OXxHYIVZ4amKOMdCKXFArWQbYtAmRV8ZqNX0t37m5QCT1F44NR48ikgCbbwjWE9FM1Pyg,KR_8027072583,0.0,"[(603, 611), (1921, 12649), (2888, 13517), (2981, 13144), (3257, 12250), (3008, 13138), (2821, 13551), (1559, 8723), (2314, 12888), (2749, 12952), (2685, 13318), (2966, 13026), (2650, 13476), (1534, 10550), (678, 2131), (3591, 13696), (8274, 1241), (10237, 1663), (913, 7634), (1488, 9245), (2256, 7350), (5178, 7269), (2963, 13627), (9146, 1442), (5401, 6219), (7298, 4928), (2553, 1622), (2783, 2203), (5363, 1177), (2264, 2083), (5635, 3765), (8688, 3601), (8688, 3601)]"
yEB_Tpka9stXH-_rYdsWYxtbqe_2pa0zUTQhe8dhST7g2dG_o0ogG2xJlxcdMm7C8i0qMXKreg7BHA,KR_8027072583,0.0,"[(662, 285), (11452, 6724), (11755, 6573), (10668, 5237), (5453, 8905), (4418, 2741), (10287, 5135), (10747, 3540), (13012, 5952), (4607, 9499), (8252, 6446), (7171, 3899), (10103, 5784), (9912, 4558), (4785, 8191), (9965, 9079), (3150, 12486), (1868, 7567), (9739, 7083), (7571, 1148), (5704, 6080), (5609, 6057), (2579, 12824), (2447, 1991), (4274, 6138), (8431, 3709), (5908, 8930), (6944, 11338), (4461, 3131), (2038, 1875), (2871, 7805), (8193, 3456), (8193, 3456)]"
ngnZBoaY7wSFBenAX1GiT9TtZPtpMu6yuri9xIOzngmnmsvvBGoYO7ip4BgW60SfoQbyeMCSDi3tYw,KR_8027072583,0.0,"[(362, 135), (7236, 7263), (7382, 7327), (877, 940), (5629, 8318), (7669, 7747), (6991, 6689), (1188, 1131), (13368, 5555), (7485, 6767), (7660, 7205), (6467, 6117), (7550, 6842), (8750, 8309), (12684, 2827), (858, 508), (1406, 2674), (3566, 8757), (11696, 3257), (12435, 1378), (6251, 4808), (7502, 2565), (7153, 763), (9697, 1522), (8748, 8461), (8047, 4968), (8255, 10327), (6512, 11364), (5543, 1712), (1681, 3920), (5924, 5207), (8316, 3592), (8316, 3592)]"
VaA85qWJagXnYssZDreIMu44dpPPiHWCCMv0SAH9Lxs3Y3tftE7ePzg50u24CMWGjFsgdkAmfnvwNw,KR_8027072583,0.0,"[(130, 401), (12177, 1925), (13032, 2893), (12970, 2873), (3096, 677), (10926, 2229), (12754, 2988), (11519, 1963), (13079, 3812), (5942, 1174), (8899, 4506), (8571, 1315), (13310, 3573), (10405, 4777), (6440, 8202), (4820, 4777), (3032, 3400), (5674, 6057), (9267, 6646), (5645, 5303), (3736, 6210), (1897, 7873), (3910, 10461), (3038, 1976), (5845, 6136), (7480, 4740), (6295, 10064), (2890, 1012), (1931, 2243), (2583, 3849), (2517, 1878), (7882, 3520), (7882, 3520)]"
sBDArQspVh7GXQdVMRCExq9g9PCjLFxzvwVhmsisHSvjtGI6PeDtPLhbomTJAYr8lbfUNw-psvTbbg,KR_8027072583,0.0,"[(298, 675), (12412, 1683), (13624, 2795), (13375, 3116), (3932, 3535), (10409, 2699), (12569, 3199), (10757, 3250), (12913, 4119), (6394, 10078), (8516, 6250), (6277, 4407), (13035, 3851), (10007, 4932), (5188, 8890), (4893, 9448), (6857, 4291), (4098, 7145), (9862, 7538), (8013, 5096), (2009, 7519), (4001, 3502), (3332, 12895), (8960, 2170), (6214, 5879), (8711, 4132), (8308, 7985), (4416, 2758), (2560, 2577), (1823, 4412), (4845, 4944), (8333, 3592), (8333, 3592)]"
DKvkAvuSqwkEQckrb4ci06f50Eit7P7qX65LuoDnYHN-6DYnUE_7bm5hYvSy5DcV1YMawlkNnn_RcA,KR_8027072583,1.0,"[(14103, 14195), (2871, 12793), (3847, 13515), (3993, 13740), (3425, 13251), (3887, 13676), (4119, 11694), (1875, 9800), (2717, 12765), (7374, 13504), (4098, 13598), (4521, 13789), (4515, 13978), (1746, 11415), (12354, 11567), (10677, 1210), (10318, 2838), (3054, 8086), (1162, 8415), (9840, 12368), (2492, 7400), (13859, 12147), (5321, 1249), (3308, 13313), (6645, 6194), (11700, 4592), (3319, 1695), (12229, 11927), (6676, 1230), (2893, 1252), (9979, 9148), (1151, 1767), (1151, 1767)]"
h7nQXaaIB0E4uPuqCXIOyxsC8hA9bCGWtyW24sLMGag8-4OiKRVdjR-X2a5G45DwrYtEkp8d1fGYcg,KR_8027072583,1.0,"[(14426, 14170), (7870, 9762), (9210, 9669), (13697, 14078), (6722, 9803), (12423, 6454), (7165, 9605), (3447, 7172), (3234, 11704), (4833, 12232), (9209, 8179), (6429, 12363), (11405, 7901), (10350, 6698), (11401, 12755), (8759, 3365), (8561, 5195), (11153, 10966), (9717, 7429), (9966, 4322), (3471, 6619), (11081, 8506), (3253, 12671), (7939, 9617), (6478, 6078), (10685, 5193), (6918, 8992), (3369, 7755), (4784, 5192), (3195, 4175), (9923, 5248), (1702, 1288), (1261, 1237)]"
hTd3LNuL7BEQ2EpxN8fBNCCoYdP5wmOStYuseUG3ohNofHhRCX3VtMWQUieXICC4ZHaRfhpKQ0J0qg,KR_8027072583,1.0,"[(14321, 14673), (7411, 7941), (8184, 7865), (6907, 7553), (6848, 7465), (12523, 11946), (7187, 7582), (6127, 7089), (7042, 7416), (8057, 7703), (7932, 7415), (6778, 6811), (8003, 7672), (5924, 6899), (8115, 8157), (13960, 14069), (7466, 7688), (8894, 1441), (9416, 7797), (9867, 1677), (6133, 5746), (12818, 5991), (3144, 13777), (11401, 12783), (9324, 7841), (8523, 6078), (7049, 9297), (14170, 14087), (2554, 5548), (1724, 7167), (8397, 3678), (8941, 4375), (8941, 4375)]"
eeEM3R3Lsb27qd-JWTzBHi7yeGBb0D1RoR_ZtsQ05bGIGFzE7Z3JhxJH9EArG4JL31vEPJYCh7a3tQ,KR_8027072583,1.0,"[(14589, 14454), (12978, 2758), (12987, 4082), (13389, 4283), (13365, 4434), (12184, 2453), (13652, 4555), (10880, 3322), (14072, 4124), (12609, 2721), (10332, 5511), (13897, 10910), (14122, 4958), (13577, 7341), (13369, 3997), (11207, 1215), (4908, 13367), (6376, 7806), (9461, 8157), (10171, 4964), (4961, 5372), (10913, 10486), (14306, 14142), (9129, 1651), (7388, 6972), (8065, 6670), (7065, 9087), (5273, 5850), (1113, 6797), (3233, 3538), (8390, 7550), (1465, 1094), (917, 831)]"
dByt0zE-LumwhfFxK78SSA3mUELlj4xGqWSO58JzB9fIP0_UcdOPg3rVB-kT4H86m0NUHgMoshhYdQ,KR_8027072583,1.0,"[(14055, 14493), (13084, 2637), (13488, 3919), (13445, 4596), (13758, 3918), (12586, 1889), (13530, 4847), (10977, 10463), (12448, 4568), (11006, 3798), (8716, 5405), (10947, 6455), (13443, 4757), (11056, 6418), (11287, 11929), (5689, 11821), (5433, 8865), (5586, 8249), (9476, 7741), (10130, 4636), (6082, 6172), (12565, 12346), (3586, 13324), (10300, 10046), (6525, 7540), (8714, 5626), (8342, 8700), (6493, 4836), (2169, 5341), (2175, 5295), (7957, 3524), (7649, 5142), (14122, 14458)]"
sqNRfoDdVSRPHGhIbgCqRdqp3sqASSk7SrvjKc2x8xxF7NsLpHi9EikP7v6lPa8fuf8z0ZSOgmzDyQ,NA1_5462103616,0.0,"[(603, 611), (2294, 13325), (5860, 13417), (1554, 11554), (2261, 12660), (2420, 12271), (1445, 11514), (1684, 11462), (1912, 11738), (915, 4856), (2102, 12683), (2187, 12858), (2318, 12827), (3002, 13580), (3735, 10902), (4156, 13670), (13435, 1917), (4559, 4066), (6819, 13055), (7395, 7294), (5389, 13790), (4274, 13549), (13367, 3507), (7970, 6482), (9225, 6265), (5199, 9441), (5902, 11055), (9337, 6086), (9358, 9204), (13259, 5312), (1339, 8951), (2277, 2668), (6027, 9419), (4515, 9613), (4515, 9613)]"
tJtrhn92gqAJAp9CaEpPkHwNDbuWyK1-owsNnNl-fqdlPz-G4Fg7-zifeg8uowqiqWUdLLAr-UdKOg,NA1_5462103616,0.0,"[(662, 285), (3239, 8171), (6182, 4995), (8566, 6233), (2542, 9724), (9036, 2436), (5782, 5698), (3863, 6438), (4629, 9874), (7671, 1692), (2569, 8473), (4800, 6785), (11104, 1027), (6789, 4820), (6087, 1598), (7885, 2197), (2342, 8445), (1089, 9884), (7903, 10032), (3122, 8035), (7402, 3708), (5876, 5276), (7562, 9726), (8012, 6415), (4631, 9256), (4697, 7532), (5637, 2960), (3809, 9760), (3077, 3608), (12328, 5534), (13292, 6818), (1612, 5053), (5324, 10264), (4734, 7017), (4734, 7017)]"
9RnlaBWePvtQ_jQjZC1IyrWa0387CbdyiqByYsYDt7Nk5JJco6_nfV6LWCRxwC4QLWc9r7IquL8J1g,NA1_5462103616,0.0,"[(362, 135), (7164, 6836), (7262, 7020), (7441, 7672), (7164, 6834), (7215, 6959), (4726, 6003), (7497, 7764), (6909, 6768), (5746, 5225), (7123, 7352), (7056, 7231), (11840, 3420), (7515, 7124), (6504, 6467), (6661, 5635), (1367, 3757), (1415, 11224), (4206, 1128), (13016, 3351), (5892, 6001), (7924, 7902), (1483, 11490), (10052, 7778), (5633, 1626), (929, 1451), (2128, 12018), (2869, 5879), (9759, 9806), (12670, 5666), (7124, 9373), (1745, 3163), (5474, 9556), (5420, 9361), (5420, 9361)]"
wbBUdLFYOzTLvn7grV5Bt9nLmSmbyXMjIBL-FxiTd5BVS_tyhHDiQfT1jLQhHrbFHX5MdgNYK4WAYA,NA1_5462103616,0.0,"[(130, 401), (13019, 1980), (11383, 1119), (6485, 1031), (10342, 1439), (12116, 2238), (3434, 716), (10534, 1698), (11936, 1298), (959, 543), (13491, 2987), (13042, 2716), (11448, 1936), (13128, 2077), (12448, 1958), (6962, 7109), (7149, 6361), (12351, 1449), (7434, 9998), (7292, 12560), (12522, 2883), (653, 606), (6123, 6770), (5953, 8009), (7211, 7443), (4824, 9067), (7869, 7803), (8281, 6535), (9445, 8789), (12172, 4796), (6584, 4581), (2738, 2592), (5149, 9767), (4958, 9176), (4958, 9176)]"
