puuid,region,rank
sXxULnr2mUlp-37_t1MSlLkTFcEGpZ51upRDwJa9w8DcI_kxG3sqwz3xnP6U3ajAwP6Nn0Tdy2xtcg,kr,GRANDMASTER
ET3ep4baS1JtyJfTfRsn3nl-e1nksJMxJmYW_jdPAJ_eYS8LpD7GR7xTOAOQQ8duearOeE5Fxj3iqg,kr,GRANDMASTER
nT0yYFTKsEH0m5pLFsuEFebnB81Y9kSfYr1V4bSuA5u1lCsfTxqPla21oP-V7BUTxj6AmaWFmIZDXQ,kr,GRANDMASTER
PyKJIesGY4LodNYGHS5WRsSnfe6RdQh2QNsDf90T2ay1AkRRRT3ONpEioCt1IXomGVh4ya2SXovlUA,kr,GRANDMASTER
r6RpkAgiXy6yYMuNMM9r6hljWGhVdkFrCjbyQ1aLUrnqVbwVj6BekL3f8Muvitz2kVUoFvv_SDx66A,kr,GRANDMASTER
3mdo3qx5nNsoWh24_ENTraVJGNPNCXEdRtOSeSz-BZzwfE9Co-vpo84i83UgOLmbyPyC_W06I09TSg,kr,GRANDMASTER
BkzXBk1VzZvgFa5wvWFoCGjs_KUc0MFfVWoUcp0pWi8XaHtDoYPCryM8mCEFc4KQTXLwbtaMe_H1SQ,kr,GRANDMASTER
JlXf4kasP0KJwsF2hGX8rI17meStQmHGc5sKkjOTztmIkb49CEeZXyWEDLwEE1d39f4EsK5t3CvbHA,kr,GRANDMASTER
Qq3ajX2zVbrq_AtowCoRQf92OD2lnFD20oeIKokA7aNUwjmq8n8N_e-uGPYo-xN3AkAs8Zcxm2NJDw,kr,GRANDMASTER
e84QOVLkH6nfJtD5cQn1MMk-pmkDZva5ja9TBe-hxFpBZFiw7d1eRwiSxNN4e_Sk-EiD1ZGZIPeRLQ,kr,GRANDMASTER
nC4oi4yOmIRTNHXrnfDMuXHfj9ooNZpUzLX0jbiaCMj40IIcD43VxJCKp13npI8vU7zsUq5IHcJQPg,kr,GRANDMASTER
MpF2HkQJWvtc1wUdAXVO1vs9Snd4TUmAIgzIIAS-wdTzDRdNo3SCyGqUU4btRQGc4E00_lDdX0ptPQ,kr,GRANDMASTER
DAB86ADFBfOoQsToZFVGvzh4v0qkVcax8c62YOaDDLoxUZJq16WUT25iNYBhbnuYRxdC-tzXpwCD9g,kr,GRANDMASTER
2c581KTSNWa3p1ri1fWkmNWrGtWHgD07s1eh2rVLsZD1O7b9M0zpuR5xPQDOiPOFsvps2Mf1RtuXww,kr,GRANDMASTER
0pgxLo6R_wnpLhWYlR5bCP5xjjXrSPvu_P0oBApw0rGeYvPGdCK31W2mQGSmmc5RKs28JEZg-ybiHw,kr,GRANDMASTER
c21IKQhrmYulvp6JIOoQBzrZypwzha7hf0f4mgwiwwau_vC5q8W3-ijPytuX1lr1kepkZimY_8ZxOA,kr,GRANDMASTER
df4t0SkkBLD7HzxI3vyZa25sd6HocqqOh96DtwSfYHbvvznT9tNS7w2OUKBv1qsBlcnhXfVoQwXXxw,kr,GRANDMASTER
kVsA_501nJ9JXM-Qthhvd6PVl6ULKN_gszib5PmHjDMnXZQ8P9IUL2usm2_eTGI9Gyp5mX4sBU5e-g,kr,GRANDMASTER
T0IgEfrd4h9aHTVjeQpJ4_qdaUYVG1lW1srSc6He3cQ-bGB4c6aT0wOTHPAtxfD1aN2cW3ElGNJD0w,kr,GRANDMASTER
iRjkG1CoL2SlsmNAHkchLr4nhIenClmuOVYUJsxoWHmJElrHCx0YWK142tHyuc2jPMXRSmDRQJgIsw,kr,GRANDMASTER
H6szWvZIP36Sr7Tmmm-5euEziogA7b7YiSKJKBiIAx7ZQFXqy-2jlumN1uKBQJN-usc6E2TbjNK3HQ,kr,GRANDMASTER
ys06dEwl3QBobmNeSNPSCXzIHtJTsM0_xqmZwx2mMt0heZnG7_aK6EkvLcbn6er85Z_vDUgRLHv-4A,kr,GRANDMASTER
bQqZRguv_QS-m6hzC6e9AdX7JycTqdro2TpRdxiKDnDJIw1M2xPKfpYbLWAGi9PjmSFrYI9dZon_gg,kr,GRANDMASTER
UZw4UZaMMeDOky_a3KjUDpDtf-pixRzudTHfKiyanC_C6tucP1EkkDTcXO146lYJ1vAA8REGqT8XDw,kr,GRANDMASTER
NJpvPZ_qB6o59yHG5OdIerp5LfTc9NsGNCXgDEmO9XxvyAou4Yf1A8uKaDng-M679LhWBe9kVf2w7g,kr,GRANDMASTER
buc8LPNOev4KqJzX7ACqPNEBUQF3sAaqOw9YHa_jQ1XPq682hoToEc7XqqZnP1wjrgXrRLvyM-RBCw,kr,GRANDMASTER
V8twbV4aNGSXchgRuf_Ms83tDbeYJdHx1FWRENS5uZ2KESTSNBpMl5cySeG1R19zUKdRSoMlNnAaog,kr,GRANDMASTER
0EuM85t1xbhaCIoW5jxH_11d2Om4kgDBAEOQiW1CTjl-yTimQ8T-5uiMoEfUaMoZA8-S5f4gSUNDfA,kr,GRANDMASTER
cQitjRnmSCDRC1ONHL9QVcJ1DzytlBA6pToV2qvu-D0Fn2gmm1PEHB-KfB1Kfzx62BJpJ89L4K2kEg,kr,GRANDMASTER
JrIn304meoYvjBsIcPUZinCPXL_YOxKNEp_E8c_lkDWA2pJXKGejJGlF0C50m5w6xcJjicYO4nPc3Q,kr,GRANDMASTER
x-rzQk1Y_qkdMNcN8BelHo2QA-8a4-D4TFGX4XDEpHeXgIvJOXGiWSqWauTYS7ZT0v0BGvFDEFazEQ,kr,GRANDMASTER
n0aR6zefQw2V99v1UPpWgbcJiHI_ah1jWiW6q0QYiocUS6bk9Mdbb3vdfAnMaleiEDSgSBCqwSeVqw,kr,GRANDMASTER
7KuXLG-m-3pcmtXmDObQO9Jvx7NIKk6V5zaaemib2cA_2SOiKVAn5Ho1zrtj8cwYYQaA2LTaS_v4AQ,kr,GRANDMASTER
-dWzU7oOfDdpkJ_I1L7vtVc1G15us1BYzRtROXs2jCP5nmF6TOp0GFaNARiaCfyFIt8BLLFeQW6CJA,kr,GRANDMASTER
jesWcz4Vmfzo8m4VlLaQYMWjTqcXCwignb_qoTsGH_WtQ6AErIYWGDET37pEEx_rinORvOPw3FRmrw,kr,GRANDMASTER
BRybz725eBpbIUI3DA5dJ1LF19kGch5tVwI1RTgC3kBXPvWnY7_uBI3NnS75oEbVcurr5KEMAruDWg,kr,GRANDMASTER
avC6OMpXlFWIMNyV4zHiMl695ZpQw2AOKoP5CC7OiRp_ILgLAH6L7hXXli1FOW_5X1XUJXO9cXeCFg,kr,GRANDMASTER
NFX9WFwtm6XYdVKa9oGtTUDHVTHlQgBpAdo69WTcU02_6WSsXoe6ZYyccll2yQ0zpjVMPaHx0w0CtQ,kr,GRANDMASTER
3vSVQevAqQiXnJyySlABq-Ly3cHtO_6xL7NA11hSXdS_ULFNTh-sz9J6-s6gZ4s1I0eOANeqL7suJA,kr,GRANDMASTER
SEz_4lYeTabUTCG8whnGOSIqZWd_2jbBUJQ64QI-9pq6avDOLKAeWQls3FjR9ThZC5_2aYjcqBe5cQ,kr,GRANDMASTER
iGK2YnD6FHduYh7li7ka-tTMv1frC4EktEzL5ucRKPC6MSyya4irPpYfkyA7sCK22Mok0Ib_pzr5zg,kr,GRANDMASTER
9XaH5tlYOwwN-SAXB5W6HTrkg0W9P2DT1LiQacBF7RboD1KVzuXyIL4p05CECqVj-Q11xMjWKn0Eng,kr,GRANDMASTER
F9DGUmnibaZ6acQp8GVphIVkctGoPNPnXZxyqsLRTwK6iEV6vjxkt0xSOVSiZEIPKXrnqlgEAcTZ9A,kr,GRANDMASTER
QAlmuYJrt9WGK5UEyUK8w3tQA8U6NeFoLXFUvxhYp1uvuCRsm8YCInrZrkm5kkxeeBx8ratjB6SVMA,kr,GRANDMASTER
-CZgS5nFa5BjjDw5-shQnLWGCoTmODcpeitEawcdfO2Z7asv7A72ecS0ejJC1ft9kIH6cqfb88p6FQ,kr,GRANDMASTER
j-vD1TeZKt2j0R1N8wfxodeOzAYEGdKpVvN4j_gvfC5MVwQp4V8QEpdI7KXujhXXE6OKJPrqmR4_zg,kr,GRANDMASTER
XyeP-PTz-Tdizpj9bMbrtueN8juXmto0rUee0SUQdgRD4MDQ8hHB1gLdUH9fjvix2WRGNz8YbeOC6A,kr,GRANDMASTER
T1aMg-r7M0LLb0OzePDXKB4GAjcSGFE-3uVw5Npn-3M6mIwUDCydOSo0lABeQBGH9hV8Hi6GXK2T7w,kr,GRANDMASTER
1w4_q678mwG3XBZFeHD_SUZMdInAn-jstbL7QQoZFGNQSs3EpFSgd7ftc4QySLfkF07TUB9gn0sqwA,kr,GRANDMASTER
4GwKQl3-C8nSufXQ24WrMl0L6u1DcgHzgiqLM0Obff3A1CNaTw5ObUi_qjQZjBGOJU6aVN-cD6UHyQ,kr,GRANDMASTER
-7bQLDdXPWzPhlS4t-9QWpA-y8I447oo2OzJo5gJl7GN-Tqxl6cRxaAzEOE_oJ80V_UJ8hGAZxihfw,kr,GRANDMASTER
XJ0EroRRdXNB785mDV6i3I_fKEgU2FUpJ21xwbwBAefcIUMHn8dlSnVVCkmXouO66FA7hncJKGupDg,kr,GRANDMASTER
VWemJFFJNEXfJkNQJQXo_M7_KDErGQz_qH5GHXJ4h0j19Yt12lieW-sMZjlGQ8S4f3va0JCR7VIdHA,kr,GRANDMASTER
qBRcy6ivqmAxJ4JbDPPMtFGo4mmARylUwvpf6J9PnkNRmyKagQoVmn6IJfxp5XBrEm-Q_bIsdnrY8Q,kr,GRANDMASTER
mI8vQsE7VtMS22u4wB2pxWM7ycYr13IIX0mfOz1I0K4kmyyWUUHGiaDA7DYNLMb3fEvBQyRCt8c9Wg,kr,GRANDMASTER
MFfAD657kcB7ZK8vABHN0LJL3RYur-2a7c8BlmNOuyCLWCE77D1XhgFBPXxxaLj_WP9aZz3XM9xowg,kr,GRANDMASTER
GK3wZmqHwBVg5d1abf-AfMghl6OnBa6ms7gUoCHyrKrZ07Lo-Ehus8MPX0CQr003vU1JFiGv8fl1rw,kr,GRANDMASTER
I_8Ll662tVJF32ncoZ1Vvca38IZg51e4VoHPQjgYjmoou_2mlWsE4ahMZoHnGSgZIsHTaGyDFZDzWQ,kr,GRANDMASTER
tD6wJrE7n-t79rSzorciUrihXLzXEjickdpgjgR28OA_t9caku99w7j3PhzWcIN180HtRCDwXbWPGg,kr,GRANDMASTER
UHg4MrL8UzFGQ8-14YWISPMc2hPIfc1HKrr_HY9bVZInLqH4u91qvX46BslzpuhweLgiFiTbypc7Tg,kr,GRANDMASTER
eXDt_VRbKRldnuTrLstZXlKP3AU1nSLAjA0msoLfiunpRq3Gr77Cuj6TTHRAwUKnfRWuD_vcd0VOnA,kr,GRANDMASTER
r5G2_gLZd6S-3KXQVRFhg4MnMWxC6klpwYpB6pCW4-0toMfOm-vAdRRntY59Mh5N6wI8PojtcDqJtg,kr,GRANDMASTER
-NvkE8lgj3xhUE2pBv0yOlMBP1tGrgZAQJ9CiCNzguJ2AjZwxELPmppYFSrcsWqkp-O4SQJVzhzX3Q,kr,GRANDMASTER
jbaPZB_atM908fhaBQ-1evkOKlHWLMEx4QYAJx7e-HJEXhAHrBpKXGBMmsUHdwR8xQAYwOepFjtCew,kr,GRANDMASTER
qieT7VRtswBa-GKvVz5jjbBORuk_919Df0s3W318EfUqjzTd1eCLyVuxiKLv99m1UZESs6UfkRLScA,kr,GRANDMASTER
S9edzLEbhKShd-6C2bqJ795IkyQ5_b8uULX3hCR3KPeSIqI3HsQuOroGoAEILawLOx_KbqN0Qbcztw,kr,GRANDMASTER
yBausqeOVWgOcVgBMF-cT5dyyTqQKeZoHYVXE_-9mOSQtW7cQhzyda1Q616mKc0xg0rg2SUq6ivVsw,kr,GRANDMASTER
nEbLDc14xTAiXgSopcKThjQYU0BxZ6xIwy9onbUK0kkHlE8CSoDnSjmJKzE6mrjHV9baYTreGMXMlA,kr,GRANDMASTER
CZTuANPx5WQf0r-U6JUyCPmmmPC4wKg15TB1tfD0LUcC5FaV7Pqe9afuyy0Z4FEcuHuFgPfinJe8sw,kr,GRANDMASTER
ARvOnZkgCjZBfT8I01cLrTKHAmYpvVVrwr8DDr16ReQll2JqjZ6j3Vs3MMR8d3jAbGWwgDeL8A_U2w,kr,GRANDMASTER
2e_gnzXLoBFoVYThM5CD_ErY99nN4j2VcuWn8TJE0SwTbcymkg6TU6bgd9qXs6qWrKO6BWakenUilQ,kr,GRANDMASTER
T5mnMuF5hp-ctQT0aB9VMGw3GGSJkf9JQs99oiyHRs8CTrAqbwrzDwJNRv5wW6vEK3I7hLK4o_cP3A,kr,GRANDMASTER
kuANQhatBAe8b79WbuL0rVnzHW9WZ4F_kSAIVAFohtVwwSRzZGIwuDgB2iZgLKfr5KfG3fWTNbJOSQ,kr,GRANDMASTER
E9cHLchfWS5V6OnX6fcDjQFyg2GVhvRnOYt3nga-erFRBJQtVJIjacL1gNwoHFTFWrsNqRYwU1IKcw,kr,GRANDMASTER
sOYLtrebqdJiplhNRNnAyqwOKvcZFn3NxMAyXBnUoIQRZtbFAZ6a6np8po2jwt7uBXmxjNdFxHY8fg,kr,GRANDMASTER
UM_pmUOTKtxQ08tQngYeBNoemMzt6V0TVuKkipRbSHTU8QX453bxrZlZih26ObGFM7VkXU_MmKnxrA,kr,GRANDMASTER
fGl9EWzidi9F3Xfb34SZtisl29QEbHBxOkJWumrtUC-OEj6zqfen4B6jqVROFqLvnjRiurGLkzWQRg,kr,GRANDMASTER
bO0ieOTX-6wkXRpF9styYAcYYIB4R3ZNUatqdbC9xjG3Tp_Qe9t1QqlrbHFNPNBgsUOB3itCrMHA-w,kr,GRANDMASTER
eeEM3R3Lsb27qd-JWTzBHi7yeGBb0D1RoR_ZtsQ05bGIGFzE7Z3JhxJH9EArG4JL31vEPJYCh7a3tQ,kr,GRANDMASTER
bCFBrGBmf_MvzG9Ql2DPdacN6SdNFbgZD-c6Rxb_w-9yJ54xC9K2Hh_n3_8bGu9EJPIofFv1tm_R_g,kr,GRANDMASTER
XDWFFTQCyWmROCHVON6RgqRJxtjXEh2jdAbyTfSItuwp3rK7bTloVScyAIyV7NohC-eC8QL14IIqng,kr,GRANDMASTER
dTNDUF5kol5rcFcHqW9pxleE1XXmYfGtgLKLP9fjKN1WFdks_EPMoQWIi_osEho79hTV2LQXYD2WHA,kr,GRANDMASTER
siWXeZX6sPzxY4JQsix-FBoWVDwpGYEYwAEON-7VErHUquIiMAQh-wMms5odfU3dpNjqU7yDbEYbbw,kr,GRANDMASTER
TsPmFQOEESXcUrfTkvGaegqt2SXdjlEGRv3sOR21V_qPNDWi6DcuC9T0gUjkEev2YmqWDVIDpyCRQQ,kr,GRANDMASTER
oJ23DZHgKBL012AbQX0VUX14FvllZ1Z9DigBCWsuwWmSAGrZUa03s1Jj_x_BoqsiTtvL0PMkfwVhiQ,kr,GRANDMASTER
TUQN5RwcGox193xmKsWPYKRN3tncTtFEroR0K0Y6450MxbkeAQJXUdBgXsqctBaB8mJgMfCqLilWnw,kr,GRANDMASTER
eOhXuAKFIeTimL8ArhemXlM57eDnL96dOLavkqtpcF5EwkfNAgTOvmJEZCN7H9odac439r0pbuwMIA,kr,GRANDMASTER
vYPUWelKG7yBRb9a_Rwff-SZOsWaLh4VvxbeYqojHydr6Zd52XCnmAmpCtEYWTsv1lghN2mtJzvj_g,kr,GRANDMASTER
pY2Mj2yIMbmg-uRqlWdGvYt2lFb91SLrrXCxth9icqFjEatv0iXQajtzsO8keC53oF3y8-1by80jNg,kr,GRANDMASTER
_2xn4c9M3dHAkVG8-FLH7QuktqMRbrDKh8HwwVMkgXleJenwDcRlDzVeJy-3q6quvl76lS8DJSMv5Q,kr,GRANDMASTER
ehIo-aOr581I9DCyge_IR4OhG-rGgDJo_P5rEbxXsDpW5wLko8Q0GGGMWXfb9xM38m15vPduHtHc9Q,kr,GRANDMASTER
dJbogNhyKZRBaxnREYeN3ZuZDjHv6GfrSwZKAUhM--J7fgY61phWdqNdXt_oFCFC9cu03HiE4HyZ5g,kr,GRANDMASTER
wB5R1hwr7pVdT4P7RELuqT-_pII1iKTI1NHPePEZ_rpJmUPVPASLyMmmnAPEtbK_1NOaAGKwLyQqFg,kr,GRANDMASTER
WNWlN-KyhY27iGJkztHhUUWGrx4YkiYeClb6O4oCQw3M5U45EELTpVwikxpNKEXJGcw1eoHJvlZAcQ,kr,GRANDMASTER
PpNEXc9J59ROwcf6Vi-6n7QdZTHkpM9gRG0Bhsbo6boEcX76WQjCWp--pFipxvx79OFPzqieuJzJvg,kr,GRANDMASTER
TzfQBrRBvu6CmjHhcOXiGlPQ7x00C3efHvLKshT56-xCoPcSPttV9obYoeNaTjBzIRYG5qGOQW-LwA,kr,GRANDMASTER
CH-9m5xBkds3GEanD1uBbvcsEWgpKJLhInkaspXEyWOo5fzCGQVxHudLVi7gl5jxvUmScTxXgRrYwA,kr,GRANDMASTER
dRcTlxVsN61WOJ3LkWAieI8wAb55At6vSJ3gKGtYTx0TIcF-qzmM4WTB3kUWfaE4TVU1ZbK1BwNW5Q,kr,GRANDMASTER
b-4JAaFtgvScX_sckGTqAjG4EV9ipyObcM-CjPjjr_QU8xjXuojMF-tXmRjQYHsb83l7eWuDcbtPVA,kr,GRANDMASTER
vKE6Lo1Av-WoIZ5wirZYdU_1jiTzIF1ATwFvWpqTMznlFu_pYQ5nTpFpysKAuYkjVZs4cRPOejzOGg,kr,GRANDMASTER
0XDFlXWpP6f3yMdGRQtyVDaykbooWNJdATZ3QOQo9-mGL28Y_Zg5mQo_7_wlSC7QCOz5geBrMLmiBw,kr,GRANDMASTER
IueomxTbDAsOkqzN65imhEaQRHbUvGulpsAgkDzke7ZzozYGvPjsR90gPLtyAECUJ5qUd6vnSNJmHQ,kr,GRANDMASTER
2xjGTYA356VJVg1nLTqAtFVu47Qgc5_PMOOk47818siCdsbG1bEKCAFDd-Kh1hRp9Ulieo2a7eGRRw,kr,GRANDMASTER
6Ts-Xlxp_poCJSDsAM2Pr613nyI0bubaP4ljktYJ_OJRJXa_OHZyyEnjtjtYnu3RrXvw6R9g3LroUw,kr,GRANDMASTER
EbciT_BNwpRu5fc4zoitEALk7Y0BtYI4Chpe9nQB_R0BbejUYBVrIXAIvXLfF530vsiTW1o4FPYA_g,kr,GRANDMASTER
cJ0z6olVHqfBW3M3Clk2y6_5F-SxhePzSVU0t_KbsIQoq03DFDMOTnAZrNqfrmlKba-ohY188cegsg,kr,GRANDMASTER
AOLIxzTB1ztVk9ffY_k5jOMX6hKjaTRsEAEQnPipvi9Q2K7-YBx9ohuTzEPaP9--eTUlOuWRBQEKXA,kr,GRANDMASTER
ANoeutRXymXVDnyTDOKJ_jz4cfBl5Q7SkK1CVmHD_E6vTfnLR1Gekg5IBJV7xZ0pkE5Qlh8cE8j1qQ,kr,GRANDMASTER
Q4FNQeKqbxZxfqE23XnfkE3YDACOyaVaUWcQ5N0Xd_DEd7sM0HDEagoaJjW5CXP0P8BvzFvjpL5H_Q,kr,GRANDMASTER
ztIC_vXK4sW7NS1e_wQ20HahlCLLbWE5N2JwD5vVIIH02Pyg54waR0KsDFeZRRiJdD-6p5DkciEOWQ,kr,GRANDMASTER
8qNb9w1YV_uWo3FC4CGFK50m_wOxeE_vrIU746sEKWDbKCXD_QcgCO04URMpv7LeV1sKUPBRGeDjew,kr,GRANDMASTER
M-3Sf0sc516U9iEkKs2b5HOYE5TukEU8GF_Qf21GCeUmg31lD21-RZgdYVDr2v8662V5eRoeur7jTw,kr,GRANDMASTER
xOIjdHsq66n8NUesqkvB9h8xJMKa7Z07kYJaNiDw8pZIcr__0rdn6Y6zWYLgmyrk7Uf-gW3MVgfC8A,kr,GRANDMASTER
zfUmlREcfPe8ZyIanhrzodb6oiczjIHhB21gDXtcNBjh-UIF6of_yLrt8avw3k8kk0LbQbcSmeXx0w,kr,GRANDMASTER
ELqJ8yJF-JZfjok2shWd5hLq_o5Ot3FeIJlOSzMuIU_7kV-I6o2wcl4iD0yOGXg1jpA6GsjQzEjKlg,kr,GRANDMASTER
6_4-u5DdBKfs_zXe_wc-sKMhRNLtt4JvVq_lt1P_BlLCFxtdkVxdO8u2w4UkpnwvhsnYm50snP_2ew,kr,GRANDMASTER
jw9bdwXBN8Y2Cl-3OqcesYPAuxwGgim7HuqvGcanLlZx0JM2eGpbP9HRiPbiEaM0ZJUHLBh5GFuiOQ,kr,GRANDMASTER
iaQIa7km5T2ZJcTeVa5fzQlJH8dPHSeVNdb97gOes8dwYzGx3UEcdQHlDE5tdvR1ehdoiLInHgq_wA,kr,GRANDMASTER
X3VehBWNNgKFbMFPsy_WHX5_z2Kd2kt_rCW244o965FZxGHynr7LYBxJ2MpENIbQlxK-RFPyyWVAcw,kr,GRANDMASTER
z7q-JaPapQCfYrZJ9RxLMdAP-aJQNfVopCIxKDOq6TIFY3H7l9gqhppc0cq9G2_Q_IR3wBwsJl2wNg,kr,GRANDMASTER
tZpcx63SeDSfzogZERpnRQ1f_weh4ZLbOcadDYcanLfO6I648k-7UCpwAjGbRiPW-cq-qCaspuB_ow,kr,GRANDMASTER
y2bw7hpzXbwaLoKwwZeOli8wK4KTXcXlQCPyn16ORxIXpPwpuT8ncZF2KhomltEMuQeaKVYYwEeVXg,kr,GRANDMASTER
Jp-dYPBFHSKd2jqgM6vHSx1Vn6A51b2LMoEsitRen9a95lGH6sl9RKRIUSWsIy_VcRZkGGYBTNOdww,kr,GRANDMASTER
6zqnY2sjN4bcI0-0_VHSEJmd7-bUJoDD4f8FJjJQgMTgJp5N5cco15A8U5lCrsmhcWnGE8eBqyeDEQ,kr,GRANDMASTER
uuyJ35Btwd7dFwee7IA12zKXA9sPUvgCuvsKKYcjdXnGrfDnr-W3SqS2MLlp4OggI4Ofl243FWQMog,kr,GRANDMASTER
o95NQaL137_bdRwh2oHXYBAERdEs-Ztmkl80uHlRp7j1ys9j7WtGp1C_ZW9wqv_HtlP0EsAeGjbopA,kr,GRANDMASTER
PSS4_nKzlrSWVQRgmoeNIYp1udMAdrSsFiNSYY5PgvAGM9cZkhEtUq4L0-5xn4HMWuLl4XMOXS1gvg,kr,GRANDMASTER
Hlg3ZYDaSqbD9-hKDTxrlRRncdmxePIzzn8mmBdXisRhrCTYHbZLuOeMfwnrQSEzGLm1nAtCCSxtJw,kr,GRANDMASTER
jQimpkvHFD0vt5GPH-pjndxUfVCTZ9s0vqmYEA4A7RSeXAaQvVKJcqgkcT6NyppKLuBteD3YocyfAg,kr,GRANDMASTER
zaBpwNNmKHU72dYYhXxjJ6XnVKbRt4VvewlIK5L_GZ6LAO_VE-FvV_PN_G-_FOsHPCtkf1Buxxf0lw,kr,GRANDMASTER
BDpxbJ2LdrBZpZnqBkQ4qHXT79BRPwrjEOG4mli2iOTsEqzwi4_74WAiblhGQ9uPqIoZDxtDw80vDg,kr,GRANDMASTER
aYtIkjZW4qWW7mrMyJr9NuOK4c-XymxfAEQu0Ph6IVvdPBv7folFYteFBnyTz4C_q5MY_Sx1pMKPMA,kr,GRANDMASTER
6KtI5FpQgNOFgMGnQGpiIdM4a6iN_fohV-WyJHjLgw_KD2NQxm7sq7g_fd7InfOhuMZkYLxLDvYVIQ,kr,GRANDMASTER
mpDY7bRjSfuFAuBSoDFMSFgh_yS1AaDlT-j_03Nj3Lo5cq7UIy9wuJsj0ESMFahPEdbWP3JpV_3gGg,kr,GRANDMASTER
Zd-_AS5374C0fOF6nAsvXzRvpOjC_S5cW6r2RHwys1ndDhGhFlEouFzgZltNEo2lNIuFTTM69CQIJw,kr,GRANDMASTER
6swp8gpoGDPOceDdiSRr7msugez5MTIhks64ODnJUmFmeA8fV8A6pSlY0Koq39fKFROTM-BD852iJQ,kr,GRANDMASTER
V4A8MubyHfSbvZy-Zqaqmc7MJBsOhy26wRH_CGx7vqrnu-Iba83muCIa38Em61OyYQCj6CJ5v8jeYw,kr,GRANDMASTER
HjP9IQUqb6AfhtMNcmitZH30O26tC40VXpD6SAJnUnA4gse_FXBlGEg6LwbiIhUD14u50g2SFuBeXQ,kr,GRANDMASTER
BWyfV9pT3oVUrpDzD7f-tX8k3_ZFwoLcZIVkfLDhFZ5K6NS-y06ATg3cHk0usxsgaI6zw089vZdllg,kr,GRANDMASTER
WmyuXfET9T5dPwAI55OJFGlf-5-aGUiZM4UDIKoC388kRG52hU38G66ghh5n6NQ4dpyVbY4S-KkKGA,kr,GRANDMASTER
hVWE_apmKzGmJEWV2-wAc9giJxFZy37Q1EEAdyFRunQSp2oYsySxWP90JlKUpaGWOITIRjAenmznqg,kr,GRANDMASTER
3zVlbsBZfmcS4PKXVwSYmkf6OuNzZOcLF8afisayEW8emm5gOewyhtDTMdeVYz_jlEGGQ6rokLaUBA,kr,GRANDMASTER
D_KeZTewCAoHpQCFUMuIEJuwPO5lBcPSjRupYFrJcgl4ysmjvK6pKEgMwWu2XuvAkPFOtVjhJOEwiQ,kr,GRANDMASTER
p8HXbAbHzEuWk1RhTR8CeL-t8r8rqbbKpRpCyRhglV3DDSkUieY-UxvRkV7y73am2GQPnYKPHL5yUg,kr,GRANDMASTER
TrzM29LWmpbSOQZJDGjZK48Wl12VS1W_RlHPwgIzRQqSU5yxP1KpdTGuxBCFCfQO-jWvXgAOCF8FHw,kr,GRANDMASTER
Ug1pPIiPuqLoKgqbTJz7hxS0ccEkfVkKLONIuxoVXVCMsimjehGIeoUg8wFDcVbX2g8g3CldMPecGA,kr,GRANDMASTER
g3_r2RQdJZN4fkdG8tGVZCs_sF9lNWggVTToXvqLik5VjSSw1wkOh1-v0tA8O2bqMgeFnKTiJnt5ew,kr,GRANDMASTER
Xkj35qpD3Nrk39IBUGl3-_fzRm6Ez3Lg19k4uYLNfTAUSbm6gNTHg_imoJFXIB4rVuMy8Q4ooITCfQ,kr,GRANDMASTER
hDNV-bb-Dz6lulviePWrVI9juyTv-im6GXvdiP5Oe0cUbZOyi40oOmdtLkaKOQ5JYOxMBKRRFsQMcg,kr,GRANDMASTER
4CfxXBHJ4KkS89lUeAJWKLnBerOScIkCvM6hNodsFiL6YTIaSW2XICWEImKXdAR6ZOWel4dLf4LyeQ,kr,GRANDMASTER
bIlp2YuXXI65PvgcnSsnAfcpbGcjUQv9BWPdSMT7Qp0NFryjqReInI5x8XOMqgf61DizM50DCobkFQ,kr,GRANDMASTER
LngiY9ZAQxlsPXl2J5WH3okoVeaeZ-7ugLJPxlBNwaMls_GSMrfT4maz6I0V6DU867xPWWXZR47WQw,kr,GRANDMASTER
PxEnOClSkDWmi2BLuQBWTufVXWj7rDSryrtf7yZSUWnLVAnQQ1DkoP20TFBEW5kai-xKud_bwAalaw,kr,GRANDMASTER
3UE-8lXYYbGdPU_9mzUwr5WKjpUODRhgnFeqFTVIbTRNtbtlvZAc7H81BMqzxh1YbGzvV8aOlVgz0A,kr,GRANDMASTER
_On8P8fQEm_minw3qtOBIL7dzuX5egKhrjKq3eD_IaVZhSFfjZjU99kBkky3_OQ9n7ryZIqaljVsIA,kr,GRANDMASTER
hprMkZ492s31nva3Rl8LEmANY4VxFLmWHqpksbG6KITdBiGeKOm5HfvEOSrgos-64E7wdh66qKU2mg,kr,GRANDMASTER
xZiwib-7o66uHfJBEBB2RIgVlJ5PvhFT6wsHymWM4rD9mv9clKXMHiT5ohiLCsSwYIcYmdtnbkzeZg,kr,GRANDMASTER
6hNt1XfiNV9kR22DELEJAVQ06QRdkn3grYbLG1c5y-FXCvZj2tIk5dGK9PqnHrBr-L9pYZIrEAJxNQ,kr,GRANDMASTER
87M-inRxypvb5woOBJvvAEG8KmaRnAgjwEx-DSQT5jO-BIPKp2ARTgE_p7Bft3EnDw7WlWfrVS5ntQ,kr,GRANDMASTER
37VWUn0VxrYNcmWjSJsQvLKgZgxuJRjNyzabqZVF-1hT2kXxcVmWk3hGheG85JPFCxOVDiKK3U4veA,kr,GRANDMASTER
