puuid,region,rank
XikaoDyo2HoweayKxbWBV7zp7VHKtjNKg8--LjXXfWsc7Dy738Sz20K_so0-vV0wDkHuyeyKAoyu4Q,euw1,SILVER
e4EwUWaz025Q-nqb0dpEDQjQ3OQrgP08aZIVq6pP7edJjJCjka3zf2OoRZPTcUENQl2wr9QYf5NCOg,euw1,SILVER
ofCPJWLiFQTYv1jy9fBuTF2Y-BTZjrfcSEvNYwI9uLaFGLutOlHBt6S-DQKNrvdFBHTtCA5D5xjZgw,euw1,SILVER
AeBb224jVsrK2giNMa5kMBB6N_qD6XyPoCffx9M7Xf6bJXBAl2xS5ewiDhv7NJnZMqFqmlRIes0b-g,euw1,SILVER
DTtP3CBx3QMNbuYBRlArpcHPpQVb_ghYKU3GsY95ez9_qpFCALxCpZO3GeoovCzq5fWngnOqOw8Cdg,euw1,SILVER
O0Q5U1vD4zZX3EE-Yc08PVj7PxHsGsxz384mz3pY541Tl3CguQzJTWXjuJpms170MdZ6GbipF79luw,euw1,SILVER
2iW2_2WnplhFxhwcGdFerFFizF-Ht7NWfsmBWI_LXhfPWeeB_QuAQS-6rOEYla6axGbNc1A61PPqKA,euw1,SILVER
oGOV7DdWuqCKa7a57SffxrCG6c68AlSCximiaKXAjJKm5b4jkjKDbMjiaF8a84s_3r6ET4aDDpwR3Q,euw1,SILVER
c8A87iSYSdJ3QJIL-OtyuU4dHiIl08E1IeJDKpUGqRjVggwcO15JGVQkBA5YzYGQN3eDgMo027Fxnw,euw1,SILVER
hORzsdSRckA4HbCOyAwDBRhEYIy0FeIZb9V6w1k2U7s5_kRClcw2QqyxXuZ3yllXSZ8Q40GvUVSYRw,euw1,SILVER
qrJ7QImJb9ibikpliaxEh_DAjLlaa2YB2rVTlii_-Un7Q9LFNa3PTB8G1rUtmdZLS8JEyrCis6WkWg,euw1,SILVER
4QRkM3g0Vw1zn-K6L979Z-G1_Mp_Y3m7e6y1s9B15TxjDWAh9vf0DPeDLbHZwMVIre_oOm0JfjNM8w,euw1,SILVER
RDqsUXWIynQ-m0zf8W_SChhlAaV0uRHjRj3IEx5uPixhtbDuwv2Wjo-Vj8Z-NHQNI_JgsP08RFV_1w,euw1,SILVER
cYlD6zh55meLM7njADcVaPPXW0e39LLpfyUjyMvX1WqSwhtXbg6FoFSISw9-yQXhtkZWisRZcT1ivw,euw1,SILVER
v3EbAix0mQuoM-8eyGfOQd_VxDHTNf-4zRPPMHqY4z82q0Bctk6_D8qn3_sI7ZDB8CLEES5u-Vygjw,euw1,SILVER
UGiJAinZbYHYmnWF-ieXWi2mhHNCJj7eQ0x4s1BSlMqzpDBtHHlcgCPPSe9Vhbm8tRGWu0gOPapEhA,euw1,SILVER
RuvmMHP9HZS57jTyQ-wKoNiLR8KJJD6oWP75VxkExAxngL0T5PxaSjtiTjCCRCKO9PxNUshM0kP09A,euw1,SILVER
Sw-yJo_fUjZMuVfyQmKDQkVIaE4OzZUt63xm0-KGwqe00ZOhSur2Oh3rnYV_jJIA2CE_zuSIaUdGQg,euw1,SILVER
XsE6T9JErAFCpNtm12Ur6Sg__61TxYhLtO4gJ9N-ktj0iYvZBgpZaRQ-bysMdqPPUZfdN0a1423low,euw1,SILVER
Min7qsU6t16547YpIUft0uigadNjjnlSVz-2VHjQj8QJdxOu-PXe7qy9PE12PjgvwqYtMMOnJ7dA9Q,euw1,SILVER
An6IxZibLZLnObHNeg5hvh8vjGgDdi5X2wqlK5y4rWIPVQpGH7eQ50mvGABek4Aqp60bx9ScIgtqYw,euw1,SILVER
wLLYHUtwQTN1jjpDnvIoGbLQ_FbA9C1VIOmN-k1yN_iG4uZCrdGbxJq9j92ouXlCQOzFTaubu8dpug,euw1,SILVER
S_kk80zbSbOnRW4P5T0_EvzgGzbOgIh8qAGlcEyvTrhMy8XQw2q_oRcYPQ9QwrekMRpOYJ0AZwzqUA,euw1,SILVER
q70Ou7uAGG0DIV_t60-UF4ygsW8bbHCm76UoiWu_YqbTaWY_fJn-6URihNOT5Z0vK3LU-Epu0agK6A,euw1,SILVER
naxSPyT7xxZDHay8f03Q5oJFMLMVBywjBXzK10EBkn1SKgtPudP9bRguGZMWZAVzWaYxB_5xJTSaVA,euw1,SILVER
EBLXiednUXQOpSQEyFA_NB5nQrSr0EwMBpI4IXCTVK8edZ584jbSDe78S-gyUJArUD8EdNjA-NDvyw,euw1,SILVER
Qc32UJ-B4Uqs_4fPuin7NaT5K2dCG6tWvBDH5LOJltPVidLYVc_hFjxxI5UfOCNRvYrELktOgWCh8Q,euw1,SILVER
p3i06p3CXe_vxliAtSt-H_ySXxXe2_gBR2SxBFihYETThJMl4oJZs0Z9VRPSo4HTBaUmMHpU5W1xOw,euw1,SILVER
J5I-dOWuBK39UASg38JvaCA2nRO_9BSy3GJn0co5avJaRMbruQ7TsQgXz9YhblHaqIG7alJyAEADlQ,euw1,SILVER
xCZgPlkesHP_XTBYWPHYmAwnstzu5AxjteR-lNjOjNDkobJ1nhUkvyrOP3CbUPubCicV6Ftme0GAow,euw1,SILVER
GMx7JzteerITejGdtkj8uZjI11vJmVfC8st7zny1fUgk8t4DYQ9iy4K_6HTnL60CuNtf8TPO1S_DxA,euw1,SILVER
JNZ-jEPXAYY3HGsyDxRdC_h8NBO-EK8pKLtFct-o_aRQrphGO5PgiZAnRy3JaWjFZGSKod86IXL3TQ,euw1,SILVER
D_Rm1g2xGpGwro0TfKWeoNpgSg3lfMFUkEM3Mi1lIrYKRH0gK_xrLljUeAWjxCN4eAN5g-AoJ9LmBg,euw1,SILVER
XqIsx76mAm-mQElKakRHJRFr5TDVfDxz66TMqOeyKwfq-VXPfWBr_oArCE5x9x_Ib6Gd-vMXP0lPZQ,euw1,SILVER
6hWF5UqKwVdQ55G539KCnDZ92llAz1Cjw6wtoZg9a0iznOT-whC740ObVJuwTU9_1TmUwjpWdHqKRw,euw1,SILVER
TmObUKfkiI1zNG8tiRUDAuy1XkvvCMdxxEW29g53Evctn0BJAGO6VoDONOp0V--3KLDcJmo3vrv3xw,euw1,SILVER
7I690fRKZ0_B9aIIYCYp_vnNcJKYlYgl-xZUBEKjyduPKhaPQ3f9ARhuCGDFgkBjTB7HatIPO1O3pQ,euw1,SILVER
_FZsZ2TPo8NmFqZd6JzwP1GqJ6eMEbpgV_IdZHBTKHW9iI2kj9gp1Oh5CN5vd8I46rxvoOTT6AgHFA,euw1,SILVER
6Qu0AlTDYdXNTG-ynzMG7PcQIBlkTpHd8Wvi1a4tYTACEq43PY4Hy1VkvfDQ21h8bW9-PWLOBAXutQ,euw1,SILVER
THAcAewYqBu8SggLZRk3hYkQ-wTqJGL0N93-GaGgX1GfW3JHklAvQUpHqA_ZhVaDzqWG8MoD-90dhw,euw1,SILVER
SOP8YY96NDbpmeTlREkAzJsGiq5L94lGJF4VdGsJTF-sHg2JXuAL5ul4ao6U3x8Pyg0QgvaXhbgEeA,euw1,SILVER
Aa05_1Rh9F5Cy0f88bN_DfuXfHCUzyMUr18w6sySrGICsWx1ZxkF0BY9Xj7B5-RmVsMmbE9B_3xmdw,euw1,SILVER
4Md6OEuKSH-PmIbins6xiL8bpVpqjlpYQexMR4DkF83p0U_4CbKxqjjTRjU8ukBrdo5LzlIvoQ0kpA,euw1,SILVER
cSHOe0ua1sOyP2o1oVsYxc6PV6b3Cyk9B15HiJuHJSscr8EJQ9GWyjtkPhnIHYruvGKbH2lnaZveeQ,euw1,SILVER
kk-DQwjQzOcPj9Y7AplBOICjdzyeSNQpy9vbBUAKTJHZ7Fhm7Cif1hG4jmF1C5QWxmfG-QulYXBe8w,euw1,SILVER
J35qEVzUneMRoJoA2OFMy4Hm2-Z031rVpolmQv6EGSO5AbZuWopM51-bNJ1tPEHG__JydcoDRTSvvA,euw1,SILVER
AuewwQMIgDuzDZ1nXHfSGozVlSVN6oosp8opXU33rZWfMwIeNn30i1xkiGLx7G0mWbdd-r4grBnUsg,euw1,SILVER
hkuy6WwYdby8E3q0hwsMtqMYLGB9f-ZqsHQ2RE_01ERWyjlCON14XrCo3X5mPWYGQtECQ4MRhj3Pgw,euw1,SILVER
qxJNHx-O9eOokYF2vBLARjjNyqQyjcalolGOsQuOeujRyiyBXcM-7zNsf3_qgC8BlMcZHpQys_0k8A,euw1,SILVER
DN961LFz3jO4pfnUeHUSUgapwpnLuctyZ_lTDi4twNvSmISOvArGZz_4LfFlaTV8fiJBlb5pryM9tQ,euw1,SILVER
qeWpoJVxuVJTiKB0qAIHcufUqcr9TKhnpYBWHpuMqm7gqZpNERP1pCuwDvscHMYY-UDxGKbov6Xd-w,euw1,SILVER
m_O2MYGYGPsirtkJ2nRaD0g42AFZPxm4HkrDCN4YB7olKWYavKy1_Isp0NVlk-6ATFtRreu1TBnztg,euw1,SILVER
YU5YdedarR617ffwf6q0luJXuLMyIgp8BSzPJiZGG2DSj8JKP6h0377wz81OxxWy2OyULhn5s6MpBA,euw1,SILVER
mt2b9yhsU6h-RO5eR1u1MtyV0V26w5HH8n0TZOfq32j9yY5lG-UUZOFvRD62pMT87c-713Y9dHd3Lg,euw1,SILVER
N7tGlKG3Egq9gZJwx1Kcy853ry0wJdi_7M8hfDCUiEQS4EAhZDYTFvENqsxnqpMUwNcpSmsuD_wdzQ,euw1,SILVER
FZIUbJk6qPW1bLiibJsf-B18J4IRJcKVyc3OmSQ9OkHurWRdprFErUMOzVvQjyOHQpqSggb1Tkxg7A,euw1,SILVER
Ox7JATTf9DNLxhBRLXoeg_T_QZI4dv32fv-MD7UMdpUdwJQZKWNEfVD0nSAsXeGv-29efwZRtUBp8Q,euw1,SILVER
h3hSX7xwBKJiQgvULYDmdiEFD2P5MXrzqlKd_D0tgcuWFixnSmBxQtxmuWZ8E7FeH-ndB2eqfkHv5w,euw1,SILVER
OqZ0XIkgjDdajSWKExmvBpKb5gPAznT4eMFSJn9U3sc3OwNTC8yHdJ6XSQ_dCv3QR7kxO45XvN3oeg,euw1,SILVER
-VHwvPUASLcEhNxascEgwrD4lAsRo5xDfKRKV4ALGYqri_nhlzx4cCUEiuQnPycNWJq9dz60fKPl-w,euw1,SILVER
AIeqII4X1Yo5PiVMJ6h5U_v1auw2syhel-HjhRTiTEEGI3RXbvuKHssSowYLcuzZM0JjG5PULhHwnQ,euw1,SILVER
1DWH5Onr46ZeI_wgqCx_d_-eYF6UlLRlb2vZdeb-GxgXQE3lkIRFmNe4Qx52PcrgZFrlMGe0eH2b2Q,euw1,SILVER
kHOnKtozo-W-v0a27HKwyGdQQwpF304eKk_C54Os6GI6-d0_LfCPLrWEuRTpAIMUDQG0TuvttXk9gQ,euw1,SILVER
aEMIGMqx_Jm18YrnMsoMj5qDFzwC0oVaPN9QaGrx03nkWsPyKWEL6R06qN4f2F0sGgUDi1jbE71avw,euw1,SILVER
tRW1fX7opl2tXSB1aEcI-LuKG3Ms3tWui2cfYJgA6fX9-EMDr6AMw-xGaYocpzd-Lcof6PhyAaYvfg,euw1,SILVER
XkQVinxnLpzHc_ekSZzMRrBEOEy6i3ppy11eHRP6FmkyYWz0CezVNi7BjAsScer6Zo2Oub9wvQxqJw,euw1,SILVER
QvPg7PdLNWL33UUXZuhuzuy3O5g8inzM96MZTDeK6_gha_MHlbnnPWJLou9HCU_E7w9n09_YAw_sbQ,euw1,SILVER
4TVx-3pyKhoAAlwYvhRQpwv0MKSHU3_nrmsaIUtm-ZbELh4gVr2JoOoApdZArXtJG86cySWHoju26Q,euw1,SILVER
t_T_l4zG3_JswHEzW01klcP9jvQkBJ4TAi7fHc4ejKf3k_iCDpl8o5LAoEMg9bcrtXrw0ONpXKNozg,euw1,SILVER
iTLBtqdSPr0ZB2kDwV3NsZloDpNAy3U-YT9p-RKapim6BXKvI1UDqS9UnegWx7IY89aNP7mKNNxbTQ,euw1,SILVER
BE3jsX2guzVLZJxAE_ntIXDLg2yfUn2r4-r-rJfMl39q082AHRT6Ck3ibkmIxNbUGBHfn6-c0Kz-JQ,euw1,SILVER
qQCxmF0c-g5_gzwOYJpDO5nMH_evKV6Ls2ZrsnlQhF8LOk5io6SCBn8nb77-h9Ev1TrxLSPv-QwPwA,euw1,SILVER
qVb_5-KpZYPAc6dV48-VhA11xtQZ7dzOjIsS4qNP_ugXg5Hg9p8PAwr2TOdXebbzJDmMyiRPNZb7AA,euw1,SILVER
PmA11DRnctgJ8U8BSR4meuoVgw5_23IoTrdAJFUdM75biAHkJI-VYh6BWXw3PS7bPkVIA2te7HyWZg,euw1,SILVER
0UJ87_e9K_lA_eqUnT_CdWIPKdvAxGuzluXdg799riSX5yzt3RXwT1BK-Gl1vkfuGJNrANRVv1R78A,euw1,SILVER
eNmMf1_NzLfXQLAXa1QhseCfw34klyiPuhTfNXxoHOwP8W-GxhFdEGcc448boO_vjB_UrOdhpsNaIQ,euw1,SILVER
MaoovNqx2OVqm4QlqNB_paDvMpSBcGlhDyExqvbPTzJNk9NUURi5VeQiJKKDhAkFw5iSXqs1XlL12g,euw1,SILVER
W_0aZ5oahWK7z7zTS1wWNG49XOte_NM1hBbGfcSg6Y971pBuGUjGS4USuNoP_v9YhlrAw6ULLhzgJg,euw1,SILVER
4eJ2-PBENqydk4c5W5Ffti8zCDv8ZVNjP9Xe-9oIYI71VBgBKzjcRNP24OEQJHJaNxBNagPrsImrPg,euw1,SILVER
1EFZ_peEqRcPdWRRHCZM9yeA9vzuIxpWAd_bgwrJ3sCgzjw2HBKG3PknaMbcuVPLnMdJWhhsAWLMPg,euw1,SILVER
OVYge6B-eUecH8a-HAcBkQDcLQy8ejVWcoeK2b8vd4vMa2Iyf5vRqu4YuTaaQDjqf6edn3Rq1KPelA,euw1,SILVER
eub7rkrdFcDJmXeU-ej8jWKeS2DEjxEZMRmo3bJYUoukTWkQYf2xUQuvT5QyydHtwxDDPROi396Pew,euw1,SILVER
9xhQQOwbNi3_RO39sfVND0Hhk8eZ-3PMfDTn0gJSaHmScWLcmnCzzdY16vBCgwBXUm5SbjZFiiShnA,euw1,SILVER
0cext2h4_wKR4N4FKZ4ena61lo1LKomwGNVV9WzaaFCFmCUvj9zJWk7skOZUwRyHhovBuf1cE9Qpqw,euw1,SILVER
IOjb6HySwmL4BsHaE1S9eT1KAU1pZ_tGOhIgQeI5ucVUNO_ir_ToSNs13PDlAiJDQOw3Bdb2Uv7Fwg,euw1,SILVER
xUFOvti-f70BL2aWwcytiG_rNJXMcen8xkqgkT8z32uxOObuBwQgXSr5EGkmNbEXx0jOpET5h1nFBA,euw1,SILVER
7bZuSh9ABuVxKL0iVGn0wLEcibO1hqxjoOQgZJH3vDteZEoHg4Su6oqmSKD1fsLXsmLDVukcrwsNzQ,euw1,SILVER
5ip8Fg1OJN6nEvB8UWP8lDtcIKhnX_GKjxnN7SvZkY0tdINWz27vCelYWJfsZH--N8hxQHgI6bSLlA,euw1,SILVER
KdFEPKEBXngUpvtW8Y2uxOzcWNugJotd9cc8qleSRgIYcJ_xu_zKo_OEsFCgdI4NyUWD8Jh7eKf4WQ,euw1,SILVER
ExvkN3WpGE2KyAaHfSVvwQooCmE1zmhWwcYGHpzLBA4PgplcVR2HgfumfsTMdf5zD7VYT3P-nYpgWw,euw1,SILVER
0wspsprhgAAIKoYNX1VWG3zBY2afnfpfNOZF0XSzmj4nRT1gxvjYCWOU_0TZApbl8ZzjcLDun2n6eQ,euw1,SILVER
4YD7LNM64nblPnaoOmqYO2GdbbvEi2nWcauASNBbmNLwALIksCKqck0pMXOHzT3BzxwOKeolGLX0Ig,euw1,SILVER
uFXNWvjJ66iuhfkvCL6XluTWqiNmag1vkcAkxfcS8dWs25UcT5ojwm0-rGtSwL8M7DQy6XWVjjHXgQ,euw1,SILVER
rmYAzTsc7E6FRkeY2J7L4V9tob0JzeUvDAqT4VXRhHsDNkvu6W5r0Ry_VQC5EQXk5ZwIeEiXMhwVkA,euw1,SILVER
3nvOqw9Jq3gyT-YErQW3o_qi0I4QUrphcSAf4JjfIw37v67x3HWjTuxYnfkG4dRgKqWhvqXITnv-wQ,euw1,SILVER
RjkNZETI8evEou3Q0cGDpLuxGz-WcMqxfRnk5TV2MWuQkK6DgeVg7GaIzwUSvjGMhNkHhEv_8sUnlg,euw1,SILVER
mky6MbGliwbyk3ja9X9tZ5fhPU4zMzEZCYISlSwV2jhC-7KyfGZR_z9VAgkSz_09eNMz3uehOJQVcg,euw1,SILVER
axXCHj6wbGtHyErgLOff5C4QrwybmNVLcaB72Gfrh76Q-RBa0gO2_de0KlUj_vjpxSNDD2zQcUZVTg,euw1,SILVER
vqYtThZv4QQhMeAaiwDEzY0Jk98-LhcEYv3NwrFg-0FQ_Tu4p39ZL60SC3c7bQfvLhkNRINFJ0jl4g,euw1,SILVER
x9uDSmsedT0WvZMw96f3K269H7Q7oOas2LKFrxnSm4f0bDRou4XmVR7odd9JZi8HMdTeQJJkPaLlrg,euw1,SILVER
4jjk_smHUfjYZEyNyFTQQgfnTJJ9LGdKMGnlIU7Y32Rq3HSL_kC71f9-zS0Gs1td01iq4RfKNQ0Y5Q,euw1,SILVER
ABmXQdaoHFxez15PKqWqyQGGzQTDDPWeySjncaXk0FvTumyq4YeHvrv5swNGZtkJ9hYkpcwBrv2HnA,euw1,SILVER
LCS5kwGSuEvcMEo2gRIyu6C3MjGA9mzzFO0DrpeKkm9X8FS1BoxESKaUSRJSqL_YXCfWTK7txnzKMQ,euw1,SILVER
o_1_11JC1bAuK8Kmv-wWCRtvAaLCItHoEMHWdVZ9yS2aW7YL2T4xD14MMa0WIduAglV3BdsJnSyj5g,euw1,SILVER
ql62Fhy-8F4I5XdLakjZYrU6dIvybl2cx_0DiSUw2n5bdCuEtmpYHHKqx_NNCfqSLIFBfqWezNE5Zg,euw1,SILVER
6Lr2-NmYCDwWZTRZXnxNQomnXopqEpU1wbCEDcQwyr2ktyc_MnZ9yayVN225zj-zMrXF0Cjkf_n1eA,euw1,SILVER
c7s6xDyvf14h-odrJD1Ay_LABz4c4aGeV9Th8MYbtLl4nF7eiUTo56QO_lPk2OEOxXQJv3QJdSBhGA,euw1,SILVER
cO5iM0xt7qwK8TILZYHgHT6EstHw1dhVk4BX5RsuT-3uIqmic7J8aQNYst62AIW2MYEo0eMVGUShlA,euw1,SILVER
N-oeqdb1lBvoIvWQMReBzzdnGSCmhaofJpPLBluOKMGz3V61hzCI7xYhJDhRaGwlH5i6QnWEU-3EQQ,euw1,SILVER
KU9B73yNEkDBqUkbkX2lEPAzSPQDsz-_nDBnZV0mwKz8sqr41fjuAKLnXWkrdqnPr6oOS375o1a4Xg,euw1,SILVER
2yaIjxA5m7LeUHxMprMUCZfcylJ-qXGJGOyjgkNdrpSs4EkVZkDsoSL01a5gfnElyoASXBzBu-R1sg,euw1,SILVER
_aIeBF94OqiAXwvx0wEPhoOyAKAFYmNtqWIrPRWGo7x989sQOqmTbWOuwzcF_sIk0RzGUW88AKn17g,euw1,SILVER
St6ddyUBl4-Y9qsXjgeS4tasvC3hoW6i4ahnqCwwn3j9KcgM141fusJgxXGLZgM6M-tM00315bCbPA,euw1,SILVER
dgS4x9p9lmxmM-Q74AL8yGfRf7kzrdh7Sd6-eX03odaOhtBKFhMfGj7lNy-KOqJ3jYoutmu1bEjLbg,euw1,SILVER
6WCR7NN43iWSgBWU8ohtMXwuw12trHE0u54qt4t1jLQrRNF1j5XoAWSJrOh8NWpoSyhYoXW8KmE0-Q,euw1,SILVER
AZfZ8qaT_ml-RMSRuzfLUKagyhtY0uJfExik723b4aqsvMh3t2dQQTKuhhRoCRc4PvgonTiwYnwG4Q,euw1,SILVER
MH7jMze4DOSGeGcHhyd9RwIw8WV9dfxeStYEsexsi45-__w6ijgIxxTx7Z-2jVaTkNiV2-fZsnALVw,euw1,SILVER
UmZLPmAe_ucNOD_H-USWNqr5QIveva_JlYkBmvQSp2y9Qe67iMWaaoSAn0qPs5qTxs5_PxsgNu8DZw,euw1,SILVER
vEuDp-E45IV0JAv3J0d68G6wj7uygdqZ6VmUwXGIr1ofoIilgPZZ9IUDPdESatBTbQ4PD7JVcWZatQ,euw1,SILVER
7SnNtDEW7_B_LXVJJlXrmT8uiH7CWXxghALtrxrctqTjDCC95SVD6rnzGyB7N-c4hMU5EzQqovG9XA,euw1,SILVER
a5f4YRPt0zHT5k2UfHtoamnB8vK20Dj2eadze2-6u3JQOpXklATG0HKgOdLYJAcFJi2-5Eu5GFk7hw,euw1,SILVER
4HkKzmkRpHsJjGb29jGwqVW3KQX09RHd3m4brnErbXW8EMNbNlYggbAGaRBy7odX8FqO5r79waOjIQ,euw1,SILVER
9Y5GTp50m4edVJXMLc0YurpOc3qreaM-DE_iUAK1By_1vdolRCWUoJe-wPqbA6b7f2c06kqOJ0pHCg,euw1,SILVER
0AMBtu1_-9Wv6hr60PQDqppBm0GDKqRSDxoxF4L5ArCZDKyqSiy1sI2dp8JquqIyP_xSgABV0sgomQ,euw1,SILVER
dAdNOw1irCFNiL7fgwesHWLqfX56yvvvgWoKIgEZ4j7PH10B1cMpn6HMp6zOXG2orhJbf-BOIKF3LA,euw1,SILVER
GSSlPdL4phiz9zTIHAnBRYPR9rPzC2xMkAqeaAnEFh2HvzCBSi1mFfyIzDR6UJ-saP-m-IFI6h0NKA,euw1,SILVER
NXi_9Pr6InSyjnoz3kMX67kB6eaXfzRZ00eQOXOl-hcNVQj9X1V_35tMBIzgFjD_rm6qN7qpD6MaRA,euw1,SILVER
kjcQZPnLlPHqn85oAqMl4IGZmR73oQrT3hNHbAqfP1pj4hnjnw5zPT37iGXL7MD0k22UpK6axamwKQ,euw1,SILVER
2GgAp5O8HX4wynnJAXCpqrf0IF7cwNyIEwLRsAi6uRLasukwP_54sVCVmwhpo4NUFTtlBJut00qKzg,euw1,SILVER
nkh7GqaUenm5WPZ9Mg7qBnj4ebf0Xc9ZlmEbimvy3ztDW0Tw_XLZGNUa7-Z18CcFpb8c67T3rfwQkQ,euw1,SILVER
x9ASaTjKb_XfCcd-G86EsFBur5eEd5QhJkZhOOvEAtdHpJpNLu2VDHWCpUuGLgPkJ9EJVPoG1DyYSA,euw1,SILVER
rYzbx191VJ60JfZsivGqmcME7tMAeTE8CwyAGkZq6O1FnpwBUs1NbILiMNAT2EXQlK1tpkZ_sjz0aw,euw1,SILVER
Vjt68fmmJT9ZKgmdhbLvehSYoL9piROzTHHC14yzS3VSAS4DiD4HknEWprN-kEc3M4Ke0-yo9v8Lfg,euw1,SILVER
0It9kJBjajOUr0i8hQ9LKNtM99T2lDKI_S9BlPqwvATnDRE1smlHoHXO5mEMQ_bMrZLePNEGqQaHEA,euw1,SILVER
kLb3_L-AgF_7qXl6bQ41BHJ338K3ArxtXSrWX6w8gIMKMgC-oKS15hr2fz5heLNlX6n2FS1gtl-SLg,euw1,SILVER
ZbXpZXicg-QgU5niqjBFU-_UreLcUP-Y6XTqWnPAgXeA6suLWZjUNaJBwtz64rZ9mwBxaUuCZIwqwQ,euw1,SILVER
G4x74rrEUE3blFJdYmdXUlJlLaul78FYuOpDVl9yOv4OSO4sFRldBjG-jy9y2uu8yy01y4X494qPmQ,euw1,SILVER
F4oSrYu9woutdUezAJvjoLu0gMGKr-_kvPWE1Pxi9Hy6j-emqDWl0MF81Y7-40FPhNkrN7N7Ar3ZMQ,euw1,SILVER
pSiD6RYSjFcMWDXI_LP4f_YusaewnwzNjuDa3HFh10JHc7fU3vG0h_gM9bKdz9uzKK9j9Vv1mrgYXA,euw1,SILVER
bsIwgCdKoG5VoHYj4pHpLYjFXT2KH3ZUonmsEv8xkwPyb1TjsFHjnLB0uC3fzIOhhaRIACVaVGiitQ,euw1,SILVER
W6SParAU1ADDtT0QRoyScl8GLlCAf9e2-LuF0nmY6AADwEpAhcn-8TarR7IBxjzZDcTQM426MFEnoQ,euw1,SILVER
Scsr2pVpu425AJtuXil78dddS2nBTTchLsrFDgaCoKHXl_Wj8WlTUdXq7H5HnkYvhKIx-QWp5fwJvw,euw1,SILVER
Pf11yKwYVF-u8wKOAX02FxEY6ddGiDT7eHrzLGwq6wDGiGBIBJHdfzn2tnsO9XXHncOaNm664vp00w,euw1,SILVER
6OsO1YtmZr2OCpmlVWvJDnkaDuaz5175cs4jh2YkKzP_mlt1jH8m50pFre4jNrcEw_7ocPqVl5C2gw,euw1,SILVER
Uds4gsmKE4KiVvqwyRpEKMd2GUVDZhJYsTVPG35npZe6sdl580Yp5YOqp9jklRzQJz3JnC_FlptG0g,euw1,SILVER
vmpFVaXV8ay6hbH02KR96uBO95jlZBEB7j49xWhjCQ3I2pOXE18shovLarVC9JqwsAleBveShE6ElQ,euw1,SILVER
KPBTyzpObLlhPcSmM52MJNgwe8M2dZAVAGUUpUjFkYscuSHEf698FsyHAtdRThOiufg0G_tONf9rOw,euw1,SILVER
XB2n-4jfV6QEnR83pc5gruxG_CmL_vb1KALQDKhA1M_pXerVCeuI0SwjBQvEsJBKTmYTcJ945iHOcw,euw1,SILVER
guLBjzMzITKoIUaK7emZmgHs2wurWlvW4Zt8GalCwq7vJXb425-RHN6tzz1Ogntz5efIFqHqDn-u9w,euw1,SILVER
0TRFOd7c3QJb25y3XXCEpHKICJNvHIU0_m9uhyp7MBaj1YjogCzG6QBVBKw6iTbbNA6pGB2ULRYw5A,euw1,SILVER
GR5fpMihj7nMURkFm0-5KfTEphw-nqlYXbAL2wCx-9UZ1Ol9tQP9lLhe8RcIouVbwG137pvVSRhHrA,euw1,SILVER
-GGUpBibWTDci08FMuVqmEr-q6524bWZN6mnI4MBvlYNUdM59Pi4-UqRPw6qHBiZcEk4GtjWVCj1lw,euw1,SILVER
czmK9aGbtBTkUipXT6cdd4ln9PMnt87dpiUr0nQZvHFtiE83W66Pr5pz-U4RcpWB1Cf3Tcd-j4IqjA,euw1,SILVER
Y_vqbtRPmxCQAxGRtQQTtwaDhT8-mECJFHS6_YEOxoN4eC4MV35fOcHhjuupNN111K8MrVHvAosuaQ,euw1,SILVER
nqOE_GC2F1K6NDg-inVEwUfJrfJNGjEiIGpSwzcqxeVnPAnIvGBumNx4eqfKSLmnQ6euw8f4eXfC8g,euw1,SILVER
fVpDR-ckmW5lqp2BlYl0XYcOvEDegvg5HvfaMAjE7jbVBppvduxA68CjjzMS2jp2-grCLQdWce_rbA,euw1,SILVER
7z5ahEjWYF-pDYCEvBMlz9_vc9pXK_jGWanEMRs08XNiPtgxJexCjtgybu-L2Jkh-6U3SEtXD_lQNw,euw1,SILVER
IbUD6vJE1a83um7zX9W-lRa7a9ccgC9Ji3XRNC-HkDfifRRWRGSE2ZbTUOeWQnAKDbgWKbkbKIDQ4w,euw1,SILVER
0z8k6EtV5VDK4c6sKXbQBzVDkzYUa9OMU_SHveACfsXBVS1lexlHb3QZqFhnPEs2LgfelsdT2M4EuA,euw1,SILVER
nu23sM_e1qNDoc6BVkY_4s6y7f6nZ_7LbO0J7IYkerkDYIp0DGzLBvVJCKyI0as6j0s7-0pWeNJ8ZA,euw1,SILVER
HlyLip7XzY8sK3pPlDRIKbWbzUyRc1VG2aLWzz7Q_F4RhCgRiyl6wYy9LnotRssSEmACk0Ltf8oamg,euw1,SILVER
Y6fom3aOtvTR8vaf2nSjvTUQ8nAdODOdi8yRi_oXHLrnOVKdQ7YyyR0MCUwq6C_IUWmvq30aoNbtag,euw1,SILVER
EC767JwiVqKMeGB_g0EJhGQz0zR1HybmZoNxhf8rLDTD3a3HwbS-Slb0hcQslP0TqaFrOjRuazHJ7g,euw1,SILVER
m4I5uAeaBtn5T6BkZmSU1DTRwab3ZSsp5NifCEg9S6illXzCg_hyMffY-pD16K1fNA3L9OHjk8uuVg,euw1,SILVER
FhRZYwdQYMCZASRh3TvfoNDRbSUU-il-aweEtJSadWUeME_cnQsmTfdzjNrLXS_aEZnpCM17tDEkvA,euw1,SILVER
